Id;Objeto;Fecha;Lugar emisión;Lugar recepción;Escribe a;Recibe de;año;Texto de la carta
1791;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1162#;20/3/1809 0:00:00;Sevilla;Palma de Mallorca;Conde de Ayamans;;1809;Mi querido amigo: Chauveron y San Simón están exceptuados de la orden de reclusión, y hoy se lo aviso. Mas, por si no llegase la orden por oficio, quiero decirlo a usted para que pueda anticiparles este alivio. Tememos que Cuesta esté atacado, pero esperamos que se defienda con ventaja, porque su ejército, bien organizado, sube a 25.000 hombres útiles. Dios nos asista. A Valencia fue Urbina. Cuenta con 30.500 sobre el enemigo, y la cosa estaría decidida en un instante, porque el ejército de Galicia está entre Romana y los portugueses al poniente, y los hijos de Pelayo al oriente. Adiós. J. Ll.
1792;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1163#;22/3/1809 0:00:00;Sevilla;Tarragona;Tomás de Veri;;1809;"Mi querido Verí: ¿No ve usted cómo yo adiviné en mi carta? Sea enhorabuena por la paternidad de que usted me avisa en su carta, que recibí hoy, y que sé desde ayer por el marino cuñado. Viva la Barbarita por su feliz desempeño y Dios eche sobre entrambos su santa bendición. Romana, no pudiendo vivir con los portugueses, ni hallando cabida en Galicia, piensa en irse a Asturias, donde mis paisanos tienen 30.000 hombres; pero acá se habla de traerle a la Junta. Ojalá que usted y Togores estuvieran en ella para que no viviésemos en tanto desamparo. La Cuesta está a las Presas con los enemigos y los va sorteando, retirándose y dándoles en la cabeza; pero se nos acercan al mismo tiempo. Dios sabe lo que será, porque Urbina se mueve sobre Toledo. Mis memorias a Reding y a Jáudenes, y al canónigo Posada, y al arzobispo, a quien dirá usted que su hermano el conde y tres sobrinos se hallan en ésta. Yo estoy atado a la cama o a una silla por un divieso en el muslo izquierdo que no me deja mover. Mande usted, y quiera mucho a su afectísimo J.LI. Tendrán ustedes de Oidor en esa Audiencia a D. Isidoro Antillón, y es una adquisición muy estimable para la isla. Es sabio y es erudito, distinguido en uno y otro, y es de un carácter firme y severo, acaso hasta tocar en dureza. Supongo que usted le conoce, y más de seguro que, cuando le conozca, le apreciará como hombre de mérito y capaz de honrar la toga. Yo le aprecio por tal y también a su mujer, que es mi paisana y de familia a quien estimo muy particularmente. Así que, cuando los recomiendo a usted y a nuestros amigos, sigo tanto el impulso de mi aprecio a ellos como de mi inclinación a ese mi amado país."
1793;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1164#;23/3/1809 0:00:00;Sevilla;Sevilla;Lord Holland;;1809;"Lord mío: Muy tarde y fuera de casa, y a tiempo que no podía alejarme, me dieron el billete de usted. Cuesta dice que sus guerrillas del Puente del Arzobispo fueron atacadas, se defendieron de fuerza superior y replegaron a La Mesa de Ibor; fuelo después la división, que cubría aquel punto, con el mismo suceso, pues se retiró al Campillo. Nuestra pequeña fuerza no fue arrollada, y el general no parece descontento. Stiamo à vedere. Voy a la Sección. Mañana, si este divieso que me hace cojear y trinar no lo estorba, verá a ustedes su afectísimo Jovellanos."
1794;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1165#;27/3/1809 0:00:00;Sevilla;Palma de Mallorca;Conde de Ayamans;;1809;"Mi querido amigo: La suerte quiere que nuestra situación sea siempre ambigua. En el día Cuesta y Victor están a la vista, y en las primeras escaramuzas es muy decidida nuestra ventaja. Hémosle reforzado con 10.000 hombres a las órdenes de Alburquerque. Y creo que, estando en igual fuerza, podrá triunfar, si no aumenta la suya el enemigo, como se teme. Entretanto Urbina se mueve hacia Toledo para llamar la atención, y todo nos tiene en grande expectación. Nuestros generales tendrían juntos 60.000 hombres, inclusos 8.000 caballos, por donde verá usted los prodigios que habemos hecho para tal armamento. La Romana se ha sostenido bien, aunque apenas tendrá 6.000 hombres arma-dos; el resto de los veteranos está sin fusiles. Los portugueses no le quieren, y falto de apoyo en Galicia va a buscarlo en Asturias, donde mis paisanos han levantado un ejército de 30.000 hombres bien fornidos y capaces de mucho. De Rodons sabrá usted más. Blake va a Teruel para reunir allí la gente de Aragón, Valencia y Murcia y cubrir los tres reinos. Lazán conservará su división, y su hermano Frasquito está llamado a la Junta. Hay muchos que fían por la vuelta de todos; yo tendré lo que pueda por mis mallorquines, pero más por usted, porque creo que su salud lo exige, aunque más quisiera que la encontrase en este dulce clima. Creo que ustedes harán bien en temer por sus milicianos, porque lo primero es la paz interior, que no faltará quien quiera alterar. Además van muchos prisioneros franceses a esas islas, y es preciso que reconozcan fuerza para que no les tiente la suya. Hace días que no voy a la Junta, impedido por un maldito divieso; pero no hay otra novedad. Esté usted bueno, y mande a su afectísimo Jovellanos. Acaba Urbina de sorprender en Jeverre un regimiento de caballería polaca, que discurro será de 300 a 400 hombres. Esto se dice por el correo; espero el parte. Peña, con 10.000 hombres, le sigue."
1795;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1166#;;Sevilla;Sevilla;Lord Holland;;1809;Mi muy amado lord: Sigue mi divieso dando latidos, pero pienso levantarme un poco, por no sufrir el potro de la cama. Sé que vino parte de Cuesta, pero no le he visto. Dícenme que sólo hay empeño de avanzar con ventaja nuestra, y que es menester toda la severidad del general para contener a nuestra caballería. Parece que Cartaojar se mueve hacia Toledo, y que Alburquerque va por su izquierda. Líbrelos Dios de mal, mientras yo le pido que me conserve a usted y a la amable Milady, de quienes será eterno y reconocido amigo Jovellanos. Jueves.
1796;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1167#;;Sevilla;Tarragona;Tomás de Veri;;1809;"Verí mío: Celebro que ustedes se hallen más desahogados y que esté libre, aunque expilado, ese hermoso pueblo de Reus, que es muy digno de la mayor protección, y que conviene que ustedes conserven para defender en todo caso su puesto. Veremos ahora si cuaja la idea de ir formando a las órdenes de Blake, que, cubriendo la frontera de la corona de Aragón y sus provincias, deja a ustedes más libres para lidiar con los gabachos. Aquí estamos en grande crisis. Cuesta tiene a la vista al general Victor; vence en las escaramuzas; ha sido bien reforzado con 10.000 hombres por Alburquerque, pero siempre es de temer una batalla con los que han lidiado tantas. Urbina hace diversión de la parte de Toledo. Mas si perdemos, estando ya el enemigo a cuatro o cinco jornadas de aquí, Dios sabe qué será de nosotros. Entretanto yo, nacido a sufrir, estoy atado a una silla muchos días ha, por un maldito divieso que me muerde no poco y no me deja mover. Esté usted bueno; tenga buenas noticias de la puérpera y el niño. Salude a nuestro Reding, entregue la adjunta al comisario y mande a su afectísimo Jovellanos. P.D. Diga usted a nuestro intendente que está bien recomendada la pretensión de Londres para su chico, a Camposagrado. Como es cosa de gracia y somos tantos, no sé lo que saldrá; yo, desde aquí, haré cuanto pueda, que no escribo porque tanto vale."
1797;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1168#;;Sevilla;Sevilla;Lord Holland;;1809;"Mi buen amigo: Mil gracias por el cuidado. El divieso muerde; mas cuando me acuerdo de que está tan bien vendado, hallo a mano el alivio. Nada sé de nuevo, porque todo el mundo está en la iglesia; sólo sé por mi médico que los franceses se han retirado a Torremejía, que está al poniente de Miajadas, y aun esto con referencia al correo. De Urbina, nada, y tan extraño silencio, ni me parece bien, ni acierto a interpretar[lo]. El Austria pudiera habernos despenado ya; pero rompa, y a cualquiera tiempo nos vendrá bien. Sale de aquí Mr. Frere, qui à fait grands éclats de rire, cuando oyó que no venía la imprenta por falta de ññ. Grand coup dessai of the Vicar of Braid. Hoy no corren los coches; si la lluvia sigue no nos veremos. A bien que estamos en días de penitencia. Nunc tempus acceptabile. Tenga usted la bondad de ofrecerme a los pies de la amable Milady, y de creer que es su más reconocido y sincero amigo Jovellanos."
1798;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1169#;;Sevilla;Sevilla;Lord Holland;;1809;Mi muy amado Lord: Esperando noticias que dar a usted, no le escribí preguntándole por la preciosa salud de Milady, y ahora veo que usted me gana por la mano, sin que pueda darle ninguna, pues nada he sabido. Así que, mientras quedo con el cuidado de avisarle lo que supiere, reciba usted mi sincero deseo de que la sangría siente bien a la amable Milady, con el sentimiento de que mis altos grillos no me permitan acompañarla y ponerme a sus pies, como hace en espíritu y corazón este reconocidísimo y afectísimo amigo de entrambos Jovellanos.
1799;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1170#;;Sevilla;Sevilla;;Lord Holland;1809;Querido amigo y señor mío: El gusto que he recibido de su amable trato y la bondad y amistad con que usted nos le ha dispensado, me hacen mirar el día que no le disfrutamos como un día perdido, y más ahora que me quedan pocos en Sevilla, llegando ya el tiempo en que estoy obligado de volverme en Inglaterra. Con este motivo [nos] atrevemos Milady e yo a suplicarle nos dé tanto de su amable compañía que pueda sin estorbo de sus ocupaciones, y que se sirva venir hoy por la comida y la tarde. Tout à vous, Vassall Holland.
1800;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1171#;;Sevilla;Montevideo;Francisco Antonio de Luaces;;1809;Mi amado Lord: Van las malas nuevas, que no envié anoche, porque llegaron cerca de las 12. La estrella nos es adversa. ¿Si querrá enseñarnos así a ser hombres? Veremos si el espíritu de los cedros se abate en la desgracia. Entretanto, temiendo el influjo que nuestra situación puede tener en la resolución de la marcha de usted, y ofreciéndome a los pies de Milady, me repito de ambos afectísimo J. Ll.
1801;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1172#;31/3/1809 0:00:00;Sevilla;Sevilla;Lord Holland;;1809;"Siento muchísimo, querido amigo mío, el no verle, pero no se ha de quejar de horas tal útilmente empleadas, o de privaciones que le proporcionan la oportunidad de servir a la patria y a tan justa causa. Espero que lo que me han dicho del general Castaños no será verdad. Las demás noticias, no parecen malas. Cuanto al negocio de Cádiz, no le digo nada, puesto que nadie, o inglés o español, me parece tenga razón en eso. Tampoco parece que la opinión prescribe lo que ustedes piensan. Si no me engaño, se habla muy abiertamente en Cádiz dans le sens contraire, pero al fin, ¿cómo se puede averiguar qué es opinión pública o qué no lo es? Sin representación popular y grande libertad de hablar y de escribir, je reviens toujours à mes moutons, muy persuadido que no se ha de gobernar una grande nación en tiempo de revolución como si lo fuese. Mil memorias de la parte de Milady; si pueda escapar por una media hora, le pedimos nos la dé. Adiós, Vassall Holland."
1802;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1173#;;Sevilla;Sevilla;;Lord Holland;1809;Querido señor mío: Si no le habrán cansado sus esfuerzos de ayer, me encarga la señora con mil expresiones le pida hacernos el mismo favor hoy, acompañándonos en la mesa, y tal vez el canónigo o su sobrino le acompañaría[n]. Es regular que aprovechemos del poco tiempo que nos queda, y confiado en su bondad, me atrevo a ser importuno. Con todo, si el comer fuera [...], o la falta de la siesta le trastorna en algo, por mucho que disfruto su sociedad, más estimo su salud, y primero es eso. Así me lo dirá usted con franqueza, persuadido que nada pueda hacer tanto gusto a Milady y a mí que la satisfacción de disfrutar de su trato y conversación. Adiós, V[assa]ll H[ollan]d. ¿Me es permiso suplicar al canónigo me preste otra vez el Diccionario Castellano?
1803;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1174#;;Sevilla;Sevilla;;Lord Holland;1809;Querido señor mío: Si no le habrán cansado sus esfuerzos de ayer, me encarga la señora con mil expresiones le pida hacernos el mismo favor hoy, acompañándonos en la mesa, y tal vez el canónigo o su sobrino le acompañaría[n]. Es regular que aprovechemos del poco tiempo que nos queda, y confiado en su bondad, me atrevo a ser importuno. Con todo, si el comer fuera [...], o la falta de la siesta le trastorna en algo, por mucho que disfruto su sociedad, más estimo su salud, y primero es eso. Así me lo dirá usted con franqueza, persuadido que nada pueda hacer tanto gusto a Milady y a mí que la satisfacción de disfrutar de su trato y conversación. Adiós, V[assa]ll H[ollan]d.
1804;#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=1175#;1/4/1809 0:00:00;Sevilla;Sevilla;Lord Holland;;1809;Mi muy amado lord: Me tiene con cuidado por ustedes esta pesadísima lluvia, tan molesta para el viaje, y que puede incomodar a la preciosa salud de Milady. Si Dios oye mis lloros, ella cesará oportunamente, siendo preciso partir, o seguirá obstinadamente, si bastase para detener la partida. Parece que por ahora no hay motivo exterior que la acelere, según lo que dice mi Pachín y envío original. Reciba usted, pues, mis tiernos afectos, ofrézcalos a los pies de Milady con las aleluyas que ya suenan, y mande a su afectísimo amigo Jovellanos.
