Objeto;Fecha;Lugaremisión;Lugarrecepción;Escribea;Recibede;año;Textodelacarta
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3515#;28/5/1794 0:00:00;Gijón;Madrid;José de Guevara Vasconcelos;;1794;"Mi estimado amigo, compañero y señor: Cuando salí de esa corte estaba criando un hijo, el cual, en mi larga ausencia, llegó a su edad robusta, y tanto, que ya es preciso que salga a correr fortuna por el mundo. Debiendo, pues, buscarle alguna sombra que le libre de males y peligros, ¿a cuál la acogeré yo mejor que a la de usted, que por lo que estima a su padre no puede dejar de mirarle con cariño o por lo menos con indulgencia? Vea usted, pues, el objeto de la presente carta: recomendarle el Informe sobre la Ley Agraria, trabajado por encargo de la Sociedad, y que con esta fecha dirijo a su secretario. [Mi] deseo es de que usted se encargue de leerle, cosa que no resistirá el secretario, siquiera por no verse empeñado en tantos latines. Yo sé lo que puede ganar o perder una obra en ser bien o mal leída y no quiero defraudar a la mía de la ventaja que puede recibir en la expresión de usted y en su inteligencia. Supongo que la lectura se hará en plena Sociedad y ya se ve que sería en mí una presunción temeraria suponer que entre tantas y tan varias cabezas no habrá alguna que no apruebe nuestros principios. Sin embargo, puedo esperar que los aprobará el mayor número y que la autoridad y persuasión de usted bastará a reducir a los demás a un asenso pasivo y a evitar contradicciones y bullas, que serían para mí indiferentes si lo pudiesen ser para un objeto tan importante. Si el Informe se aprobase, debe subir inmediatamente al Consejo, y yo no dudo que entonces la Sociedad estará dispuesta a imprimirle. Acaso no tendrá proporción para hacerlo, pero en tal caso podrá solicitar, en el oficio mismo de remisión o separadamente, este permiso, fundándole en dos grandes razones: primero, en que es parte de un expediente impreso; segundo, en que sólo así podrá ser leído y reflexionado por los señores votantes. Si se imprimiere querría yo que fuese usted quien se tomase el trabajo de dirigir y corregir la impresión. La copia que envío es muy incorrecta en su ortografía, y este punto no puede olvidarse; y, por otra parte, sabe usted cuánto importa en obra tan larga y en que no he podido evitar la necesidad de algunas notas y citas, la exactitud y limpieza de la edición. He aquí mis deseos. Quizá usted los juzgará temerarios, porque suponen que tengo mi obra en más de lo que acaso vale. No puedo negar que la estimo, siquiera por el trabajo que me ha costado. Puedo decir que ella ha ocupado todos los instantes que pude robar a mis primeras obligaciones; que para hacerla he estudiado mucho y he meditado mucho más, y que, sea el que fuere su mérito, es lo mejor que yo he podido hacer y lo más a que pude llegar. Es, pues, natural que yo la estime, aunque soy incapaz de hacer vanidad de ella. Si hubiese de hablar de su materia sería necesario detenerme mucho y es gran fortuna que no necesite de hacer explicaciones para exponer a usted los fundamentos del partido que abraza en las grandes y espinosas cuestiones que envuelve. Pudiera, ciertamente, haber dicho más en cuanto a amortización, mayorazgos, contribuciones, etc.; pero usted, que conoce cuánto hay que vencer para llegar en estos puntos a conseguir algo, hallará tal vez que he puesto el tiro muy adelante. No basta ver a dónde se debe llegar: es preciso no perder de vista el punto de que se parte. Por último, si la Sociedad acordase alguna corrección, sea usted también quien se encargue de ella. Estamos lejos, pero la pluma nos acercará. Se trata de hacer algo por el público; ayúdeme usted a ello, y, seguro de mi buen afecto, disponga y mande cuanto y como quiera a su muy fino amigo y compañero Jovellanos."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3516#;29/5/1794 0:00:00;Madrid;Gijón;;Francisco Cabarrús;1794;"Perdida. Se refiere a ella en el Diario, fecha citada: «Carta del amigo; Navacerrada le fió que le estaba encargada la historia del Banco; le dio documentos»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3517#;29/5/1794 0:00:00;A Coruña;Gijón;;Alexander Jardine;1794;"Perdida. Se refiere a ella en el Diario, fecha citada: « [Carta] de Jardine. Envía dos correos ingleses [el Craftman], que traen la noticia de la nueva revolución de Polonia. Los patriotas, dueños de Varsovia y su arsenal; batidos los rusos; detenido el rey en rehenes, y los ministros de Rusia y Prusia. Los aliados, triunfantes en el norte; Clairfait, batido; tomado Landrecies»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3518#;31/5/1794 0:00:00;Gijón;;Varios;;1794;"Perdidas. Se refiere a ellas, sin extractarlas, en el Diario, fecha citada: «Al amigo [Cabarrús]; a la [condesa de] Montijo; otras; a Cornide las Gacetas inglesas». Añade: «No respondo a [Luis] Folgueras [y Sión], cuya carta anunciando su promoción a canónigo de Briviesca merece conservarse reservada por su singularidad»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3519#;2/6/1794 0:00:00;Madrid;Gijón;;Francisco Cabarrús;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «El amigo ofrece, cuando pueda, entrar en contestación sobre la comunicación de bienes. Navacerrada, o [Justo] Zurro, se ha franqueado con él».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3520#;2/6/1794 0:00:00;Madrid;Gijón;;Pedro Manuel Valdés Llanos;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «Don Pedro Valdés Llanos llegó el 25 [a Madrid], y dice haber entregado a Arias [de Saavedra] lo de Ley Agraria. Arias, que lo entregará sin leerlo».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3521#;3/6/1794 0:00:00;Gijón;A Coruña;Alexander Jardine;;1794;"Perdida. Se refiere a ella en el Diario, fecha citada: «Carta a Jardine para el correo de mañana: que nada bueno se puede esperar de las revoluciones en el gobierno, y todo de la mejora en las ideas; que por consiguiente deben proceder de la opinión general; dos consecuencias: primera, contra Mably, que defiende la justicia de la guerra civil; segunda, contra el mismo Jardine, que mira el espíritu de revolución como distintivo del mérito. Que pienso, con Fox, que el ejemplo de Francia depravará la especie humana: prueba en la Polonia, que tiene ya su tribunal revolucionario. Que la idea de la propiedad común se debe proponer como una teoría. Que el efecto de la guerra será: primero, Francia quedará república, pero débil, turbada, expuesta a la tiranía militar, y si vence, recobrará luego su esplendor; segundo, la Inglaterra, sabia y ambiciosa, aumentará su poder con colonias; su gobierno será turbado y sangriento por la necesidad de conservarlas, y su grandeza siempre precaria; tercero, las demás potencias, extenuadas; pero si, escarmentadas, prefieren la paz y protegen las artes pacificas, y sobre todo la agricultura (la única que puede solidar su poder), evitarán su ruina»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3522#;4/6/1794 0:00:00;Gijón;Madrid;Francisco Cabarrús;;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «Carta al amigo instándole de nuevo a escribir sobre la propiedad comunal».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3523#;4/6/1794 0:00:00;Gijón;Sevilla;Juan Agustín Ceán Bermúdez;;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «A Ceán, con la noticia de la vacante de don Manuel Ponte».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3524#;4/6/1794 0:00:00;Aranjuez;Gijón;;José de Guevara Vasconcelos;1794;Mi estimadísimo amigo, compañero y señor: Acabo de recibir en este Sitio, a donde me ha traído la necesidad de promover el desagravio del único hermano que me ha quedado, la apreciable de usted de 28, en que me da la agradable noticia de haber concluido felizmente la grande obra de la Ley Agraria, y para que un trabajo tan digno y tan deseado no quede expuesto a la censura de los ignorantes, abandono los propios asuntos y pasaré mañana a Madrid a verme con el secretario de la Sociedad, y queda de mi cuenta todo lo demás que usted me encarga, de que daré a usted puntual noticia. Convengo con el pensamiento que usted me propone de que se imprima antes de remitirlo al Consejo, y creo que podré conseguirlo. No tengo tiempo de dilatarme, pero ya es tiempo de que nos veamos por acá. Cuente usted siempre con el afecto de su compañero y amigo Guevara Vasconcelos.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3525#;7/6/1794 0:00:00;Gijón;A Coruña;Alexander Jardine;;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «A Jardine manifestándole mi cuidado por las inquietudes de su país y peligro de sus amigos».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3526#;13/6/1794 0:00:00;Gijón;León;Francisco Varona y Manuel Valdés-Llanos;;1794;"Perdidas. Se refiere a ellas en el Diario, fecha citada: «Cartas a don Francisco Varona y don Manuel Valdés-Llanos, canónigo de San Marcos [de León], recomendándoles que se encarguen de vender mi mula, que envío allá con Pericón, y saldrá mañana; que el cochero dice que vale veinte doblones; que dan doce; que puesta a seco valdrá treinta; lo dejo a su criterio»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3527#;16/6/1794 0:00:00;Gijón;Madrid;Eugenio de Llaguno y Amírola;;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «Carta al ministro de Gracia y Justicia dándole cuenta de todo el progreso de sus comisiones».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3528#;17/6/1794 0:00:00;Gijón;Madrid;Antonio Valdés y Bazán y Eugenio de Llaguno y Amírola;;1794;"Perdidas. Se refiere a ellas en el Diario, fecha citada: «Cartas confidenciales para los señores Valdés y Llaguno, instándoles a que me proporcionen una señal pública de la aprobación de mis servicios, y indicando que me es indiferente volver o continuar aquí con el encargo de mejorar el Instituto y la Ordenanza». Las cartas se enviaron unos días después, puesto que a ellas se vuelve a referir en el Diario el día 20: «Tres [cartas] confidenciales a los tres ministros: al primero [Godoy] recordando modestamente su oferta de 23 de setiembre del año pasado [vid. la carta de 21 siguiente]; a los otros [Valdés y Llaguno] explicando mi deseo de continuar aquí, pero con alguna reparación del desaire en que me tienen; si no la procuran, peor para ellos y mejor para mí, que pediré una jubilación y viviré libre». Todo esto coincidió con el envío de una serie de documentos relacionados con la carretera de Castilla y con el Real Instituto."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3529#;19/6/1794 0:00:00;;Gijón;;Juan Meléndez Valdés;1794;De Juan Meléndez Valdés a Jovellanos Perdida. Se refiere a ella en el Diario, fecha citada: «Carta de Meléndez, con cuatro ejemplares de su carta sobre la elección de Llaguno y algunas composiciones manuscritas que no he podido ver». Se trata de la Epístola al Excmo. Sr. don Eugenio de Llaguno y Amírola, en su elevación al ministerio de Gracia y Justicia (vid. MELÉNDEZ VALDÉS, Obras en verso, ed. de Polt-Demerson, II, Oviedo, Centro de Estudios del Siglo XVIII, 1983, págs. 767-772). Dicen los editores que de la ed. de Valladolid, 1794, no han podido encontrar ningún ejemplar.
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3530#;19/6/1794 0:00:00;A Coruña;Gijón;;Alexander Jardine;1794;"Perdida. Se refiere a ella en el Diario, fecha citada: «De Jardine: no me gustan ya sus ideas políticas, y menos las religiosas; distamos inmensamente en uno y otro»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3531#;20/6/1794 0:00:00;Gijón;;Rodrigo González de Cienfuegos y Velarde;;1794;"Perdida. Se refiere a ella en el Diario, fecha citada: «Desaviso a Peñalba, porque no podré ir mañana a La Campana; voy a escribirle»."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3532#;21/6/1794 0:00:00;Gijón;Oviedo;Carlos de Simón Pontero;;1794;Perdida. Se refiere a ella en el Diario, fecha citada: «Carta al Regente para avisar a la Diputación, por si quiere representar sobre el camino. Otra, pidiendo el libramiento para el Instituto, del tercio, a fin de abril».
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3533#;21/6/1794 0:00:00;Gijón;Madrid;Manuel Godoy;;1794;"Mi venerado dueño y favorecedor: El plazo que la bondad de V.E. señaló a mis esperanzas en su estimable carta de 23 de setiembre último está cumplido, como verá V.E. por lo que le represento de oficio. Con la misma fecha doy cuenta a S.M. de los últimos encargos que se me hicieron por Marina, y pregunto si debo permanecer aquí para continuarlos o volver a mi antiguo destino. Para uno y otro caso manifiesto el deseo de recibir en alguna señal de la real beneficiencia el consuelo de atestiguar al público la aceptación de mis buenos servicios. Éste, señor, es mi primer deseo, y si le logro continuaré aquí sirviendo a S. M. en los encargos que se me dieren, con tanto celo como gusto. Veintisiete años de toga, cinco de ausencia de mi casa, empleados en penosos viajes y comisiones, mi incesante aplicación y una reputación sin mancha, me inspiran alguna confianza de conseguirle; pero más que todo, la generosidad con que el buen corazón de V.E. se ha ofrecido a protegerme. Los ministros de Gracia y Justicia y Marina pueden informar fielmente de mi mérito, y espero que V.E. no desdeñará de acordarse con ellos para tranquilizar mi honor y vencer mi desgracia. En cualquiera acontecimiento mi gratitud a la bondad con que V.E. acogió mis ruegos será tan íntima y cordial como mi inclinación a su amable y generoso carácter. Dígnese V.E. de acreditarle con un hombre de bien, que es su más reconocido y rendido servidor q. s. m. b. Gaspar de Jovellanos."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3534#;21/6/1794 0:00:00;Gijón;Madrid;Antonio Valdés y Bazán;;1794;"Excelentísimo señor: Para enterar al público de la erección y estado del Real Instituto Asturiano he extendido la adjunta noticia, que paso a manos de V.E., suplicándole se digne obtener de S.M. el permiso de publicarla bajo el Augusto nombre del Príncipe de Asturias N.S.; y si S.M. condescendiese benignamente a ello, ruego también a V.E. se digne presentarla a los pies de S.A. y implorar su poderosa protección en favor del Instituto. Uno y otro espero de la bondad de V.E., porque, tratándose de un establecimiento que es obra suya y de su ardiente celo por el bien público, no puede V.E. dejar de mirarle como tal, ni negarle este nuevo testimonio de aquella paternal beneficiencia a cuyo influjo ha nacido y empieza a prosperar. Nuestro Señor guarde a V.E. muchos años Gaspar de Jovellanos."
#http://www.jovellanos2011.es/web/biblioteca-virtual-ficha/?cod=3535#;21/6/1794 0:00:00;Gijón;Madrid;Antonio Valdés y Bazán;;1794;"Perdida. Se refiere a ella en la cit. anotación del Diario de 20 de junio. Era la confidencial que acompañaba a la de oficio, y en ella explicaba su deseo de continuar en Gijón, «pero con alguna reparación del desaire en que me tienen; si no la procuran, peor para ellos y mejor para mí, que pediré una jubilación y viviré libre»."
